Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Science Applications International","SAIC","5349.71","126.54","430921","8.03","12.36","36.17","100","10.93","-2.9","7.54","126.54","82.22","101","Computer and Technology","Computers - IT Services","5.55","2"
"Scorpio Tankers","STNG","3835.8","76.08","699732","-2.29","-4.08","-7.36","75.23","32.08","-24.58","46.81","86.62","44.07","41","Transportation","Transportation - Shipping","67.16","3"
"Scotts MiracleGro","SMG","3660.23","62.91","1138191","-4.22","-3.92","11.09","49.93","-4.86","-3.93","8.21","73.47","52.38","87","Consumer Staples","Agriculture - Operations","2.19","3"
"Sea Limited","SE","69309.61","113.43","4406485","6.27","2.06","28.56","29.8","-21.54","36.38","8.1","196.5","78.16","102","Computer and Technology","Internet - Software","6.41","4"
"Seacoast Banking Corp. of Florida","SBCF","3345.23","34.55","1048523","-.55","4.95","15.94","89.57","-2.97","15.64","29.45","35.38","27.42","62","Finance","Banks - Southeast","15.11","2"
"Seadrill Limited","SDRL","2703.82","43.24","689657","-3.57","6.79","-17.95","56.59","10.28","3.75","-3.6","54.8","28.17","163","Oils-Energy","Oil and Gas - Drilling","-4.79","3"
"Seagate Technology","STX","184207.59","812.76","5717960","-5.07","-10.72","2.17","70.29","160.43","34.06","29.01","1094.04","147.27","25","Computer and Technology","Computer - Integrated Systems","26.11","1"
"Select Water Solutions, Inc.","WTTR","2794.67","20.23","1998433","9.23","5.09","6.7","85.85","69.69","-3.08","2.24","22.26","7.91","155","Business Services","Waste Removal Services","2.24","2"
"Selective Insurance Group","SIGI","5732.34","96.23","592233","1.52",".31","9.1","85.17","1.49","9.77","9","100.15","73.72","103","Finance","Insurance - Property and Casualty","9.1","3"
"Sempra","SRE","54849.16","83.88","3361271","-5.27","-10.96","-7.24","21.98","-16.17","3.92","24.52","99.75","79.41","157","Oils-Energy","Alternative Energy - Other","16.7","3"
"Semtech","SMTC","12987.14","139.42","2240443","18.33","2.42","1.29","72.03","66.95","15.47","15.8","174.73","48.47","21","Computer and Technology","Semiconductor - Analog and Mixed","-3.05","2"
"Sensata Technologies Holding","ST","6792.16","46.67","1757271",".82","2.98","-3.77","72.5","23.71","-5.8","13.98","53.55","28.53","103","Computer and Technology","Instruments - Control","2.37","3"
"Senseonics","SENS","293.46","7.02","559006","39.56","30.48","21.66","33.54","12.22","56.89","-225.09","11.3","4.86","85","Medical","Medical Info Systems","-225.09","3"
"Sensient Technologies","SXT","5527.63","129.87","588344","5.01","12.11","13.99","99.24","21.98","3.52","9.81","130.23","82.96","87","Basic Materials","Chemical - Specialty","9.27","1"
"SentinelOne","S","7336","21.4","6733289","12.28","19.69","26.93","100","25.89","21.89","7.04","21.4","11.94","47","Computer and Technology","Security","-30.39","3"
"Service Corporation International","SCI","11586.15","85.01","1283912","-1.37","9.73","9.35","85.65","-3.79","2.93","12.45","87.73","68.77","103","Consumer Staples","Funeral Services","12.3","3"
"Service Properties Trust","SVC","1065.86","8.23","1847580","2.49","-6.8","-.84","26.94","-21.06","-4.33","-25.44","14.55","5.9","80","Finance","REIT and Equity Trust - Other","-25.44","4"
"ServiceNow","NOW","129125.91","124.88","25575344","12.27","15.94","31.36","38.34","-28.07","20.88","26.55","192.23","83","101","Computer and Technology","Computers - IT Services","11.34","4"
"ServiceTitan Inc.","TTAN","8187.97","85.83","1334425","3.33","10.48","46.67","47.47","-28.88","24.5","11.88","119.62","55.29","102","Computer and Technology","Internet - Software","-13.44","3"
"Sezzle Inc.","SEZL","3968.66","118.02","788947","-23.74","-34.21","19.67","48.74","64.07","66.08","29.62","188.55","50.97","153","Business Services","Financial Transaction Services","30.35","2"
"Shake Shack","SHAK","3043.05","71.13","2212986","13.35","21.38","17.75","30.99","-22.67","15.38","3.31","112.97","52.34","174","Retail-Wholesale","Retail - Restaurants","2.56","3"
"SharkNinja, Inc.","SN","26134.49","185.52","1729022","14.68","21.53","75.63","100","46.3","15.75","11.88","185.52","84.57","202","Consumer Discretionary","Consumer Products - Discretionary","10.06","2"
"Shell","SHEL","248112.67","88.5","7155221","-3.78","7.63","3.68","76.3","6.28","-5.29","8.38","94.15","70.31","230","Oils-Energy","Oil and Gas - Integrated - International","8.55","3"
"Shenandoah Telecommunications Co","SHEN","746.32","13.48","540335","12.43","6.06","-15.27","49.72","2.9","9.08","-10.83","17.1","9.9","220","Utilities","Diversified Communication Services","-10.83","2"
"SherwinWilliams","SHW","89754.98","369.73","2161217","8.47","10.7","23.2","93.31",".69","2.06","12.05","375.23","293","87","Basic Materials","Chemical - Specialty","11.01","3"
"Shift4 Payments","FOUR","3273.11","41.26","1432429","-22.15","-18.8","-1.81","10.07","-42.18","25.5","20.24","91.53","35.63","153","Business Services","Financial Transaction Services","2.2","3"
"ShinEtsu Chemical Co.","SHECY","77097.24","19.42","684720","8.73","-14.9","-13.69","52.93","10.56","1.66","18.39","24.56","13.64","87","Basic Materials","Chemical - Diversified ","18.39","3"
"Shoals Technologies Group","SHLS","1495.33","8.93","6326495","2.17","-10.88","-13.55","53.79","-7.29","19.07","11.97","12.77","4.46","156","Oils-Energy","Solar","5.41","3"
"Shoe Station Group Inc.","SHOE","427.63","15.75","787546","3.62","2.54",".38","12.51","-17.67","-5.62","4.36","25.89","14.3","66","Consumer Discretionary","Shoes and Retail Apparel ","3.31","3"
"Shopify","SHOP","196685.53","151.57","11511398","29.38","23.69","51.15","67.18","-16.91","30.14","15.47","179.01","95.4","170","Computer and Technology","Internet - Services","14.53","3"
"SiBone","SIBN","825.34","18.61","528334","4.79","5.98","31.43","71.5","-16.73","20.19","-6.85","21.4","11.61","150","Medical","Medical - Instruments","-6.85","2"
"SiTime","SITM","21809.92","725.28","502669","35.52","15.32","-6.3","74.93","81.21","61.16","36.19","901.48","198.8","47","Computer and Technology","Electronics - Miscellaneous Products","3.01","3"
"Siemens Energy AG Unsponsored ADR","SMERY","152062.23","35.42","993100","3.78","2.19","-9.68","63.8","11.51","15.55","6.43","44.34","19.7","157","Oils-Energy","Alternative Energy - Other","6.43","3"
"Signet Jewelers","SIG","3811.45","96.91","682065","4.32","14.93","27.53","71.65","3.18","1.64","6.04","106","73.94","73","Retail-Wholesale","Retail - Jewelry","4.29","3"
"Silgan Holdings","SLGN","4408","41.71","1686835","4.33","-7.27","13.87","43.24","-8.83","10.73","5.79","48.89","36.24","59","Industrial Products","Containers - Metal and Glass","4.05","3"
"Silicon Motion Technology","SIMO","8684.47","256.12","1021899",".99","-21.52","-1.49","69.31","143.8","10.21","16.26","336.9","73.66","25","Computer and Technology","Computer - Integrated Systems","22.06","1"
"Silvaco Group, Inc.","SVCO","259.23","7.65","408735","-1.67","-29.56","-24.18","41.86","66.68","5.67","-4.35","13.79","3.23","31","Computer and Technology","Electronics - Semiconductors","-30.44","3"
"Silver Standard Resources","SSRM","6559.25","31.78","3278140","24.04","11.2","1.24","81.05","27.93","63.68","34.04","35.74","14.84","192","Basic Materials","Mining - Miscellaneous","12.3","3"
"Silvercorp Metals","SVM","2532.81","11.45","2475056","22.33","20.27","-15.62","62.66","21.15","46.58","34.42","15.71","4.3","192","Basic Materials","Mining - Miscellaneous","-2.27","3"
"Similarweb","SMWB","657.88","7.51","831288","4.74","12.76","137.66","64.19","-11.52","13.08","3.04","10.4","2.33","103","Computer and Technology","Internet - Content","-10.38","2"
"Simmons First National","SFNC","3390.29","23.46","1659329","-.55","2.62","14.38","90.38","9.82","-2.12","29.23","24.12","17.26","62","Finance","Banks - Southeast","-24.64","3"
"Simon Property Group","SPG","72287.47","222.91","1435992","-2.82","1.89","11.44","80.79","6.26","6.72","70.6","236.7","164.93","78","Finance","REIT and Equity Trust - Retail","70.6","3"
"Simply Good Foods","SMPL","981.91","11.1","2486079","9.04","-13.08","-3.9","4.6","-51.22","8.98","11.78","30.17","10.18","221","Consumer Staples","Food - Confectionery","-14.28","3"
"Sinclair, Inc.","SBGI","1024.75","14.2","548035","3.35","-.28","1.36","44.83","-18.1","-10.68","-1.66","17","11.93","185","Consumer Discretionary","Media Conglomerates","1.6","3"
"Sirius XM","SIRI","10081.67","29.91","4058223",".98","-1.68","15.8","78.85","32","-1.62","12.73","32.59","19.92","103","Consumer Discretionary","Broadcast Radio and Television","10.23","4"
"SiriusPoint","SPNT","2675.28","23.03","694944","-2.62","-6.57",".3","62.85","-7.16","23.09","10.67","26.31","17.48","98","Finance","Insurance - Multi line","15.56","2"
"Six Flags Entertainment Corporation","FUN","1673.08","16.37","2401412","-5.54","-15.88","-23.22","25.45","-5.83","14.45",".95","26.74","12.83","154","Consumer Discretionary","Leisure and Recreation Services","-57.25","3"
"Sixth Street Specialty Lending","TSLX","1814.87","19.1","487916","11.31","11.11","7.73","33.84","-22.4","-6.94","43.76","24.77","16.2","181","Finance","Financial - SBIC & Commercial Industry","21.79","3"
"SkyWest","SKYW","4342.56","111.84","473508","4.55","12.15","37.65","73.79","-1.71","15.03","9.5","123.72","78.4","163","Transportation","Transportation - Airline","9.78","3"
"Skyward Specialty Insurance Group, Inc.","SKWD","2581.38","63.67","492244","6.21","7.3","38.38","91.96","9.93","23.16","12.05","65.63","41.26","103","Finance","Insurance - Property and Casualty","10.84","3"
"Skyworks Solutions","SWKS","10626.39","70.62","5845254","13.39","16.96","3.05","58.6","-1.72","-2.18","20.74","83.42","52.5","47","Computer and Technology","Semiconductors - Radio Frequency","7.23","3"
"Slide Insurance Holdings, Inc.","SLDE","2468.23","21.13","1089536","5.81","-.52","12.39","89.25","-4.28","36.5","40.02","22.14","12.74","98","Finance","Insurance - Multi line","40.02","1"
"Smartstop Self Storage REIT Inc","SMA","1899.58","34.31","779128","2.3","4","15.76","50","-2.15","18.62","9.68","38.99","29.63","80","Finance","REIT and Equity Trust - Other","9.68","4"
"Smith & Wesson Brands","SWBI","638.97","14.25","434281","-2.06","-8.62","-7.11","72.31","27.4","10.36","3.51","16.67","7.93","87","Consumer Discretionary","Leisure and Recreation Products","3.53","3"
"Smithfield Foods, Inc.","SFD","9994.32","25.4","1162080","-2.46","2.96","1.56","50.47",".37","9.82","6.59","29.59","21.13","243","Consumer Staples","Food - Meat Products","6.48","4"
"Smurfit Westrock PLC","SW","25323.96","48.28","5130895","5.03","9.16","28.82","81.31","10.17","47.7","2.68","51.84","32.79","233","Basic Materials","Paper and Related Products","1.59","3"
"Snap","SNAP","9002.11","5.33","40665008","13.65","13.89","-3.62","27.13","-41.72","10.63","10.47","9.09","3.93","102","Computer and Technology","Internet - Software","-4.9","3"
"SnapOn","SNA","21536.59","416.35","401099","1.45","3.59","15.77","96.99","6.62","-7.15","20.92","419.31","320.96","103","Consumer Discretionary","Tools - Handheld","21.25","3"
"Snowflake","SNOW","114547.84","330.49","5107332","12.69","26.41","109.88","100","32.95","29.16","10.46","330.49","121.11","102","Computer and Technology","Internet - Software","-23.79","3"
"SoFi Technologies","SOFI","23576.78","18.38","81407648","12.69","-2.13","17.75","18.93","-38.05","35.09","15.05","32.21","15.15","152","Finance","Financial - Miscellaneous Services","14.78","3"
"Sociedad Quimica y Minera","SQM","20552.63","71.95","1047623","7.29","-1.69","-14.61","60.43","-7.72","1.05","15.38","95.31","36.27","87","Basic Materials","Chemical - Specialty","15.38","3"
"SoftBank Group","SFTBY","201057.06","17.6","5251672","13.76","-9.7","-1.12","38.9","9.56","8.91","62.6","28.68","10.55","83","Computer and Technology","Wireless Non-US ","62.6","2"
"SolarEdge Technologies","SEDG","1954.06","31.76","3522468","-22.91","-42.44","-48.58","13.57","-2.86","31.39","-3.62","78.51","24.42","156","Oils-Energy","Solar","-20.29","3"
"Solaris Energy Infrastructure, Inc.","SEI","4262.49","57.96","4042042","12.74","-19.02","-26.24","57.01","11.26","98.73","17.18","82.88","24.92","78","Oils-Energy","Oil and Gas - Mechanical and and Equipment","7.19","4"
"Solstice Advanced Materials Inc.","SOLS","9683.34","60.96","3615888","1.31","-.55","-28.38","41.4","10.73","3.08","6.64","88.6","41.43","87","Basic Materials","Chemical - Specialty","5.13","1"
"Solventum Corporation","SOLV","14125.17","82.98","1221330","-2.88","8.19","11.74","78.63","-7.59",".86","14.95","88.55","62.49","93","Medical","Medical Services","17.26","3"
"Somnigroup International Inc.","SGI","13726.35","65.25","2450744","-.12","-11.29","4.1","10.3","-35.51","51.63","7.91","97.99","61.49","187","Retail-Wholesale","Retail - Home Furnishings","7","3"
"Sonic Automotive","SAH","2606.32","82.44","307843","-9.98","-12.8","11.47","44.43","17.6","6.53","1.39","112.66","58.28","193","Retail-Wholesale","Automotive - Retail and Whole Sales","1.37","3"
"Sonida Senior Living","SNDA","1908.9","40.3","424390","-.15","-.42","6.67","85.27","9.05","25.24","-25.08","43.07","24.27","93","Medical","Medical Services","-24.15","3"
"Sonoco","SON","5736.73","58.02","1281863","2.95","3.81","24.27","88.07","17.32","41.72","7.82","60.56","39.27","163","Industrial Products","Containers - Paper and Packaging","8.41","3"
"Sonos","SONO","1850.12","15.64","2266741","6.68","7.86","5.46","57.02","-21.41","-4.93","9.32","19.16","10.97","66","Consumer Discretionary","Audio Video Production","3.82","3"
"Sony","SONY","138603.11","23.46","5503498",".86","12.52","5.15","37.84","-19.13","-2.57","8.81","30.26","19.32","66","Consumer Discretionary","Audio Video Production","-2","1"
"Sotera Health","SHC","5378.25","18.86","3080898","5.6","2.39","23.51","94.09","-5.66","5.74","22.75","19.35","11.06","93","Medical","Medical Services","13.44","3"
"SoundHound AI","SOUN","3470.81","8.02","40057872","30.83","20.78","-4.64","14.78","-29.02","99.45","-27.52","21.4","5.7","101","Computer and Technology","Computers - IT Services","-67.45","3"
"South Bow Corporation","SOBO","7429.91","35.62","565076","-3.99","-1.38","-4.45","77.26","14.42","-6.32","21.09","38.67","25.26","103","Oils-Energy","Oil and Gas - Production and Pipelines","22.99","3"
"SouthState Bank Corporation","SSB","10484.89","108.12","918715","2.88","8.47","17.24","94.57","1.38","53.76","35.54","109.43","85.31","62","Finance","Banks - Southeast","25.09","3"
"Southern Copper","SCCO","166082.08","199.06","1177386","8.95","13.21","12.6","84.19","22.43","17.38","35.87","218.85","93.7","163","Basic Materials","Mining - Non Ferrous","35.87","3"
"Southwest Airlines","LUV","23017.24","47.05","5640168","4.63","-2.85","22.21","69.89",".45","2.11","3.49","54.8","29.06","163","Transportation","Transportation - Airline","2.78","3"
"Southwest Gas","SWX","6671.54","92.09","490804","3.01","1","5.01","88.9","1.55","-62.05","15.72","94.05","76.39","178","Utilities","Utility - Gas Distribution","31.85","2"
"Spectrum Brands","SPB","2072.59","90.13","335183","1.53","8.19","16.93","97.93","34.62","-5.23","6.62","90.97","50.35","202","Consumer Discretionary","Consumer Products - Discretionary","2.76","4"
"Sphere Entertainment Co.","SPHR","5729.66","159.54","727255","11.37","7.65","18.77","89.96","48.07","18.81","-2.25","173.03","38.7","185","Consumer Discretionary","Media Conglomerates","-6.19","3"
"Spire","SPIR","554.74","14.33","797195","25.04","-2.52","-28.39","39.6","68.6","-35.22","-37.25","25.48","7.02","70","Aerospace","Aerospace - Defense","77.12","3"
"Spire","SR","4845.48","81.97","423649","2.64","1.54","-4.05","35.07","-12.54","-4.5","11.37","95.19","74.83","178","Utilities","Utility - Gas Distribution","21.48","3"
"Spotify Technology","SPOT","100499.41","488.14","1962329","-2.36","1.74","11.72","23.14","-25.82","14.61","18.44","738.53","412.75","102","Computer and Technology","Internet - Software","18.44","3"
"Sprinklr","CXM","1606.81","6.86","3171658","7.86","25.18","34.25","48.21","-22.19","7.64","14.07","9.03","4.84","160","Business Services","Technology Services","3.29","3"
"Sprout Social","SPT","621.49","10.34","1092495","20.51","24.88","65.44","48.33","-19.04","12.72","11.26","16.06","4.99","170","Computer and Technology","Internet - Services","-6.13","3"
"Sprouts Farmers Market","SFM","8006.24","85.86","2165753","-1.49","6.18",".41","23.68","-4.9","14.08","5.58","151.29","65.56","103","Retail-Wholesale","Food - Natural Foods Products","5.58","3"
"Stag Industrial","STAG","7191.75","37.3","1941560","-2.51","-4.31","-1.24","38.92","-10.46","10.14","28.04","42.04","34.28","80","Finance","REIT and Equity Trust - Other","28.04","3"
"Stagwell Inc.","STGW","2241.84","9.17","1512302","8.52","17.41","51.57","100","65.48","2.39","8.02","9.17","4.4","103","Business Services","Advertising and Marketing",".53","3"
"StandardAero, Inc.","SARO","9704.86","29.19","3363673","-.41","4.51","15.6","55.59","-10.19","15.76","6.14","33.12","24.27","70","Aerospace","Aerospace - Defense","5.12","3"
"Stanley Black & Decker","SWK","15689.12","103.89","2132605","9.84","17.76","38.26","100","23.42","-1.53","5.18","103.89","62.12","172","Industrial Products","Manufacturing - Tools & Related Products","4.07","3"
"Stantec","STN","8262.5","73.51","406119","4.28","6.15","-4.87","14.4","-31.26","6.48","9.4","113.7","66.75","42","Business Services","Consulting Services","5.92","4"
"Star Bulk Carriers","SBLK","3277.97","28.9","1271556",".52","9.68","9.18","97.98","32.68","-17.62","25.33","29.15","16.79","41","Transportation","Transportation - Shipping","23.87","2"
"Starbucks","SBUX","120361.2","105.58","8039300",".31","-.41","-1.16","90.67","10.64","2.79","7.25","108.37","78.46","174","Retail-Wholesale","Retail - Restaurants","5.17","3"
"Starwood Property Trust","STWD","6089.28","16.45","4471990","2.94","-1.14","-3.46","10.88","-19.4","-5.27","30.23","20.71","15.93","181","Finance","REIT and Equity Trust","11.35","3"
"State Street","STT","50731.92","184.68","2289191",".28","2.47","20.82","96.93","26.32","2.24","24.65","187.05","109.82","29","Finance","Banks - Major Regional","15.02","1"
"Steel Dynamics","STLD","37616.46","262.45","1183789","4.45","14.9","14.44","87.36","36.67","3.63","7.83","282.76","122.07","97","Basic Materials","Steel - Producers","7.83","3"
"Stellus Capital Investment","SCM","243.45","8.41","306338","12.13","1.08","-7.28","17.48","-41.47","-2.48","35.86","15.02","7.01","181","Finance","Financial - SBIC & Commercial Industry","23.59","4"
"StepStone Group","STEP","5538.77","46.41","1454255","5.81","8.03","-13.32","18.7","-36.18","69.69","19.98","76.27","39.54","152","Finance","Financial - Miscellaneous Services","-30.54","3"
"Sterling Infrastructure, Inc.","STRL","16733.75","547.06","899654","-8.33","-19.82","-35.55","37.95","57.64","17.69","14.42","993.74","273.82","98","Construction","Engineering - R and D Services","12.55","3"
"Stevanato Group","STVN","6138.62","20.27","362532","2.12","3.47","12.67","48.24","-11.1","12.31","12.69","27.61","13.43","100","Medical","Medical - Drugs","10.99","4"
"Steven Madden","SHOO","3554.94","48.58","1058964","5.43","15.64","25.24","98","2.95","10.45","4.69","49.07","24.61","66","Consumer Discretionary","Shoes and Retail Apparel ","5.23","3"
"Stifel Financial","SF","12546.73","83.09","1176026",".22","10.49","11.78","72.53","-12.17","11.26","17.03","88.81","67.98","26","Finance","Financial - Investment Bank","16.11","3"
"Stoke Therapeutics","STOK","2110.65","32.71","767206","13.34","4.24","8.74","77.66","-9.06","404.5","-753.6","38.35","13.1","150","Medical","Medical - Biomedical and Genetics","-753.6","4"
"StoneCo","STNE","2638.39","10.6","3401768","-6.81","-5.44","10.3","10.05","-36.76","3.08","16.64","19.46","9.61","102","Computer and Technology","Internet - Software","23.82","4"
"StoneX Group","SNEX","7941.41","65.84","1110584","-14.01","-16.11","-10.39","52.3","37.41","32.53","9.28","92.67","36.42","152","Finance","Financial - Miscellaneous Services",".33","1"
"Strata Critical Medical, Inc.","SRTA","500.99","5.79","1124931","15.34","13.31","10.92","74.82","6.22","-20.73","-3.27","6.47","3.77","93","Medical","Medical Services","15.71","2"
"Stratasys","SSYS","768.23","8.915","411468","14","4.27","4.15","29.78","-9.37","-3.73","1.56","12.44","7.42","193","Industrial Products","Commercial Printing","-21.01","2"
"Strategic Education","STRA","1884.98","84.88","341144","3.51",".83","7.73","82.24","-6.61","3.96","11.47","87.62","72.19","73","Consumer Discretionary","Schools","10.46","3"
"Stride","LRN","3429.1","82.51","1176166","2.77","-9.33","-6.55","19.75","12.13","4.69","14.81","169.81","61.02","73","Consumer Discretionary","Schools","13.43","4"
"Stryker","SYK","130042.77","339.03","2465606","4.09","2.8","10.52","50.51","-14.88","11.16","20.85","394.34","282.58","157","Medical","Medical - Products","14.43","3"
"Subaru Corporation","FUJHY","11635.18","8.11","505003","-3.8","4.92",".25","20.09","-33.3","3.3","1.77","11.49","7.26","191","Auto-Tires-Trucks","Automotive - Foreign","1.77","3"
"Sumitomo","SSUMY","54712.37","11.445","320496","10.26","18.11","-3.84","86.5","16.89","1.79","8.23","12.18","6.77","93","Conglomerates","Diversified Operations","8.23","3"
"Sumitomo Mitsui Financial Group","SMFG","164270.25","25.74","1821704","-.54","0","17.86","93.27","17.5","7.28","16.71","26.5","15.2","93","Finance","Banks - Foreign","16.24","2"
"Summit Hotel Properties","INN","699.97","6.49","881432","-5.67",".46","23.85","80.92","17.6","-.32","-.99","7.07","4.03","80","Finance","REIT and Equity Trust - Other","-.99","2"
"Sun Communities","SUI","14669.71","120.44","1919573","-2.46","1.31",".02","11.38","-14.23","-28.41","8.21","137.18","118.29","80","Finance","REIT and Equity Trust - Residential","-39.03","4"
"Sun Life Financial","SLF","45652.05","81.91","670198","-1.25","2.5","13.89","92.15","15.83","5.9","10.82","84.07","56.54","185","Finance","Insurance - Life Insurance","7.66","3"
"SunCoke Energy","SXC","796.97","9.39","1846617","10.73","14.23","23.23","94.18","15.08","-5.07","2.16","9.62","5.67","32","Oils-Energy","Coal","-2.88","2"
"Suncor Energy","SU","70962.81","60.1","4384387","-10.67","1.43","-11.99","69.49","19.55","-5.44","16.14","69.73","38.17","103","Oils-Energy","Oil and Gas - Integrated - Canadian","15.62","3"
"Sunoco","SUN","14454.34","70.57","529383","-7.98","2.72","-.83","76.41","18.82","11.05","2.88","77.41","48.42","20","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","2.88","2"
"Sunrun","RUN","2433.2","10.2","9999778","3.98","-18.2","-27.09","9.16","-51.08","45.11","11.59","21.41","9.07","156","Oils-Energy","Solar","11.59","3"
"Sunstone Hotel Investors","SHO","2064.11","11.08","2399895","-5.86","-1.25","9.16","74.47","9.36","6","5.3","11.92","8.63","80","Finance","REIT and Equity Trust - Other","5.3","3"
"Super Group (SGHC)","SGHC","6601.56","13.05","2600406","-6.79","-12.36","-.68","64.07","-3.64","21.49","15.1","15.59","8.52","204","Consumer Discretionary","Gaming","15.22","4"
"Super Micro Computer","SMCI","18722.16","31.13","43824148","9.61","9.96",".29","27.78","-6.15","47.04","4.6","58.68","20.53","18","Computer and Technology","Computer- Storage Devices","3.7","3"
"Supernus Pharmaceuticals","SUPN","2769.17","47.64","1004807","6.74","-1.69","-3.62","43.03","-15.42","8.63","21.06","57","40.57","217","Medical","Medical - Generic Drugs","-13.23","2"
"Surgery Partners","SGRY","2031.14","15.53","1588699",".84","-5.3","11.33","32.71","-11.3","6.24","1.5","23.84","11.49","93","Medical","Medical Services","-2.28","1"
"Suzano","SUZ","10192.8","8.22","2323085","-3.52","1.86",".12","14.51","-22.34","2.08","22.9","11.46","7.67","233","Basic Materials","Paper and Related Products","22.9","3"
"Sweetgreen","SG","641.67","5.4","7113349","-16.28","-35.41","-33.25","8.79","-29.51",".39","-20.61","12.66","4.7","174","Retail-Wholesale","Retail - Restaurants","2.01","3"
"Synaptics","SYNA","4102.94","106.19","730887","-1.05","-16.23","-17.19","53.53","26.59","11.44","15.53","147.57","58.52","31","Computer and Technology","Electronics - Semiconductors","-41","3"
"Synchrony Financial","SYF","25570.89","78.59","3775256","3.69","8.49","10.1","59.98","-16.88","-.19","18.93","88.47","63.78","152","Finance","Financial - Miscellaneous Services","15.44","3"
"Syndax Pharmaceuticals","SNDX","1807.64","20.4","1539224","7.09","-13.6",".84","62.51","-14.32","627.84","-87.52","25.15","12.48","150","Medical","Medical - Biomedical and Genetics","-87.52","3"
"Synopsys","SNPS","79653.48","415.99","2015311","7","-6.62","-17.2","17.22","-21.85","15.12","28.28","625.88","372.33","80","Computer and Technology","Computer - Software","8.91","2"
"Sysco","SYY","40353.02","84.29","3538502","-1.11",".55","16.15","68.57",".94","3.91","2.62","91.16","69.3","207","Consumer Staples","Food - Miscellaneous","2.08","3"
"T. Rowe Price","TROW","24322.27","114.02","2121710","2.03","-3.82","11.77","78.42","-1.73","3.12","30.37","121.68","86.19","61","Finance","Financial - Investment Management","29.26","3"
"T1 Energy Inc","TE","1633.74","5.85","46077576","40.29","-14.6","3.17","42.69","-22.72","25572.84","-32.85","12.04","1.24","156","Oils-Energy","Solar","-42.3","3"
"TAL Education Group","TAL","6858.38","12.38","5258286","-.96","20.08","14.63","86.62",".13","33.72","29.8","12.91","8.95","73","Consumer Discretionary","Schools","28.43","1"
"TANGER INC","SKT","4515.89","39.31","994272","-3.32","-.81","11.45","73.33","3.95","10.55","21.9","42.11","31.61","78","Finance","REIT and Equity Trust - Retail","20.74","2"
"TC Energy","TRP","65881.8","63.23","2576967","-6.23","-6.09","-7.34","64.35","1.43","8.51","24.73","70.91","49.37","157","Oils-Energy","Alternative Energy - Other","22.91","3"
"TD SYNNEX CORP","SNX","20183.19","252.42","692329","-1.28",".36","9.61","74.51","48.27","6.94","1.98","290.14","142.13","101","Computer and Technology","Computers - IT Services","1.63","1"
"TDK","TTDKY","37088.85","19.08","384728","-2.45","-9.92",".42","49.96","19.41","14.93","7.87","25.91","12.26","43","Computer and Technology","Electronics - Miscellaneous Components","7.87","3"
"TE Connectivity","TEL","62630.39","216.33","2847774","5.17","7.97","5.47","38.54","-16.09","8.94","16.56","249","195.84","43","Computer and Technology","Electronics - Miscellaneous Components","15.61","2"
"TEEKAY TANK LTD","TNK","2668.81","77.25","316359","-2.67","6.63",".08","85.46","27.61","-22.58","54.51","83.03","43.29","41","Transportation","Transportation - Shipping","51.35","2"
"TELUS","TU","15299.28","9.72","9652369","1.67","-6.72","-20.39","2.69","-34.87","-1.14","6.36","16.6","9.53","220","Utilities","Diversified Communication Services","-4.51","4"
"TFI International","TFII","11544.83","140.46","371938","4.03","-4.86","-.49","72.29","19.93","-6.1","4.9","163.36","80.71","178","Transportation","Transportation - Services","4.14","1"
"TFS Financial","TFSL","4932.8","17.59","985595","-4.45","-.45","14.89","82.83","16.01","4.37","29.69","18.61","12.67","83","Finance","Financial - Savings and Loan","12.36","2"
"TG Therapeutics","TGTX","7616.72","49.76","2350737","-4.36","-12.89","25.98","71.53","47.3","87.32","56.12","59.06","26.39","150","Medical","Medical - Biomedical and Genetics","55.22","3"
"TIM","TIMB","8923.08","18.43","572928","-3.86","-17.28","-15.92","1.65","-16.39","1.02","16.06","27.96","18.27","83","Computer and Technology","Wireless Non-US ","15.73","3"
"TKO Group Holdings, Inc.","TKO","35310.16","186.56","1099936","2.61","1.17","-1.85","44.63","-21.23","68.85","4.46","224.96","155.61","32","Consumer Discretionary","Film and Television Production and Distribution","4.33","3"
"TMobile US","TMUS","190066.69","177.19","5069915","2.59","-5.55","-4.34","10.36","-22.99","8.49","12.68","259.01","167.73","174","Computer and Technology","Wireless National","11.45","3"
"TPG Inc.","TPG","18827.46","48.99","2428955","12.21","14.81","17.23","34.86","-32.28","33.43","46.5","69.66","37.93","61","Finance","Financial - Investment Management","4.67","3"
"TPG RE Finance Trust","TRTX","617.99","8.05","808872","1","-5.52","-.62","20.85","-17.5","-5.51","57.46","9.72","7.61","178","Finance","Real Estate - Operations","17.03","4"
"TSS","TSSI","316.11","11.26","712595","13.51","-1.57","1.26","19.88","40.54","66.03","7.14","28.75","6.92","98","Construction","Engineering - R and D Services","7.14","3"
